filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
36.in,36,1.00000000147904,-0.0655781502796426,0.255189510523333,0.36057409256321,0.0400592522621923,0.196544689388712,-0.0597247547348241,-0.195816356215161,0.0168894103520171,0.0335266431120328,0.381507509775471,0.264225128798921,0.287560140692986
37.in,37,1.00000000115985,-0.0148686576348359,0.301936182234195,0.34081117728921,0.0731905871779236,0.158569366930274,-0.0315054297124689,-0.175310270731456,0.0014823453912586,0.0611776824692958,0.396488647092421,0.278858427286366,0.320520108790377
45.in,45,1.0000000013035,-0.096566492047931,0.275317886512249,0.358321809949807,0.105670080907942,0.0339251051255504,-0.0704653247967581,-0.209562567107502,0.0238886763279892,0.0179071631341561,0.460061424519011,0.346374565607285,0.331429500196982
61.in,61,1.00000000136936,-0.0166622099120122,0.0824419274458939,0.257031356334983,0.0965927970153306,-0.0344129428802951,-0.0131209247359446,-0.226379295440817,0.0026523968567372,0.0735206456377776,0.343421584199575,0.246442200212683,0.233800515604525
81.in,81,1.0000000011727,-0.101082412211488,0.183510521011952,0.265743667757317,0.137063594189893,-0.0096585150971044,-0.0560666148261462,-0.247089330731617,0.0210778919035852,0.0339480391688506,0.397860988806382,0.302359554720976,0.303896808945064
100.in,100,1.00000000113602,-0.213743356463993,0.265168356688852,0.31303243057712,0.126890202320873,0.0528659834353362,-0.132615364572505,-0.297472983492503,0.0506572049078243,-0.0319675563125706,0.451897612449585,0.358562950734309,0.348274809977918
101.in,101,1.00000000090605,-0.175567058570477,0.28387785270186,0.295491985750637,0.158144293720552,0.0176545841074025,-0.0990855319152333,-0.2822043085215,0.037600585691168,-0.0068082904449973,0.470230604240628,0.366557682994285,0.37132466377087
102.in,102,1.00000000128919,-0.0691959288778654,0.121861860686045,0.433360700803433,0.0001618832080701,0.0797716394489445,-0.0398998186848202,-0.241621848707703,0.0136528535349101,0.0500436767091659,0.450088795329175,0.344769860122638,0.235974237793131
103.in,103,1.00000000128675,-0.0116921793541729,0.142402477293257,0.409845906905119,0.0330901007063598,0.041685068886079,-0.0144157305303932,-0.225435109169227,0.002895393934057,0.0752851512594773,0.460055320508874,0.361396205092935,0.260471009361748
104.in,104,1.00000000106927,-0.148840658561782,0.155157576031507,0.404623795667473,0.0527336707474251,0.0218384710409277,-0.0768338916779452,-0.276219949506467,0.0323169324553582,0.0098252415944566,0.472329663756364,0.3564816213537,0.273180233988585
105.in,105,1.00000000125702,-0.0947500000431829,0.186515488000193,0.374664952346288,0.0920717255595573,-0.004810855566731,-0.0572244159513308,-0.253345143288349,0.0236375313488301,0.0346582259885054,0.489372956143982,0.382434303233171,0.306247669522254
107.in,107,1.00000000104218,-0.174659500987573,0.232478482689123,0.348943296747955,0.139089198389531,-0.0530236152113472,-0.0989065221962585,-0.281630110750867,0.0391161848217832,-0.0063396817610769,0.513629992945946,0.408058886466146,0.351240764036007
108.in,108,1.00000000117886,-0.0520071453848681,0.0814902564534257,0.178877179841165,0.100647604356742,0.101562828715635,-0.0200167401921163,-0.295171426529705,0.011832465163678,0.0669973596240284,0.263130561841601,0.199550723924391,0.234289064521042
109.in,109,1.00000000146085,-0.0118113513434566,0.108588750008021,0.16201871677583,0.14309056247863,0.0826983789616261,0.0150597446681681,-0.263750044285443,0.0015520521228191,0.0867820073110249,0.277850418760842,0.213573065436657,0.25520998285183
111.in,111,1.00000000112108,-0.0961908877158641,0.162183173089836,0.129230676225315,0.195383027199626,0.0271070333903437,-0.0391534563950614,-0.301608355843962,0.0218292232810615,0.0469432967469789,0.312355061493533,0.239229201623161,0.302252618108093
112.in,112,1.00000000122965,-0.234201353478598,0.177168262177069,0.1090753826818,0.216841427741565,0.0037580783685756,-0.103075710780988,-0.344333507442297,0.0496880610724441,-0.018112019761565,0.306140729174113,0.241270216681783,0.3135439827734
113.in,113,1.00000000111526,-0.17682270648838,0.211837253255072,0.0861953584062359,0.245188561186816,-0.0236646181308788,-0.0848728123707752,-0.331386256856001,0.038638854329488,0.0023719042026943,0.328879340343269,0.263522612898168,0.352580305549876
114.in,114,1.00000000157418,-0.068653333467803,0.0202960094648135,0.239040619807164,0.0877790991100756,0.0263603624085759,-0.0193612557858862,-0.289632891343574,0.0158424960679743,0.058662431799296,0.311941560783905,0.233405275513142,0.202298065433785
115.in,115,1.00000000112996,-0.0146217872550056,0.0539856489839577,0.214094032605102,0.112245938361383,-0.0016547159398451,0.009118698401248,-0.275899122620926,0.0061241614662731,0.0825533802021995,0.328014106724373,0.249455077680235,0.229156165272833
117.in,117,1.00000000125948,-0.0937942826508851,0.105786627219363,0.171005904224864,0.169372076422091,-0.0561687784692858,-0.037377494146254,-0.303937198282123,0.0183369384922226,0.0441606421706015,0.34168638222419,0.272433117052116,0.282356155152453
118.in,118,1.00000000123382,-0.226066049451693,0.109233264574623,0.16882857903181,0.190626507806846,-0.0811727678490379,-0.108920112952312,-0.35174677094459,0.0479961702570784,-0.0166246824364214,0.356896210357324,0.281431895270218,0.292271272486397
120.in,120,1.00000000138605,-0.0719100941495241,-0.0222841891518115,0.277105997981726,0.0582452177914958,-0.05096342862646,-0.0181461459704588,-0.290769257506636,0.0161097084111527,0.0581903663975978,0.346778360732412,0.276176099339122,0.180589721797472
121.in,121,1.00000000104991,-0.015304171528852,-0.0019519581118139,0.261803133182985,0.0919877532114894,-0.0696831575997892,-0.0020048084521533,-0.277225033401965,0.0059414235280408,0.0849474446062968,0.362690752670792,0.289618889600791,0.206825835650729
